t dt Rul5P PEP P2f Rib5P P2NADP NADPf NADH P2NADPH P1NADPH NAD Mgf Xul5P Phi MgATP Pyr MgAMP AMPf Gri2P Gri23P2f Sed7P ATPf Gri13P2 Lac GraP GlcA6P Glc6P E4P GSH DHAP Fru16P2 MgADP GSSG NADPHf Fru6P P1NADP Gri3P MgGri23P2 P1f Glcin ADPf
0.816321 6.4e-07 0.00418343 0.0109599 0.0065041 0.0124396 0.00655456 1.00779e-05 0.000156689 0.0309413 0.0435195 0.0653433 0.570798 0.0112926 0.998745 1.43608 0.083995 0.00252868 0.0730457 0.00848543 1.9283 0.0171101 0.181146 0.000477858 1.6803 0.00604462 0.0260131 0.0396563 0.00698439 3.11305 0.148793 0.00968474 0.140329 0.000676256 0.000951434 0.0154022 2.30478e-05 0.0661814 0.660266 0.00045741 4.56281 0.186873
0.81744 1.28e-06 0.00418337 0.01096 0.00650409 0.0124394 0.0065548 1.00783e-05 0.000156703 0.0309411 0.0435195 0.0653433 0.570795 0.0112925 0.998745 1.43608 0.083995 0.00252868 0.0730464 0.00848545 1.92833 0.0171098 0.181146 0.000477872 1.6803 0.00604461 0.0260118 0.0396557 0.00698436 3.11305 0.148793 0.00968474 0.14033 0.000676259 0.000951428 0.015402 2.30488e-05 0.0661815 0.660271 0.000457413 4.5628 0.186874
0.81862 1.28e-06 0.00418331 0.01096 0.00650409 0.0124392 0.00655505 1.00787e-05 0.000156791 0.0309409 0.0435195 0.0653432 0.570792 0.0112923 0.998744 1.43607 0.083995 0.00252869 0.0730471 0.00848547 1.92836 0.0171094 0.181147 0.000477959 1.6803 0.00604452 0.0260104 0.039655 0.00698433 3.11305 0.148793 0.00968474 0.14033 0.000676264 0.000951422 0.0154017 2.30498e-05 0.0661817 0.660278 0.000457416 4.56279 0.186875
0.819739 1.28e-06 0.00418325 0.01096 0.00650408 0.0124391 0.00655529 1.00791e-05 0.00015665 0.0309406 0.0435195 0.0653433 0.570788 0.0112921 0.998745 1.43607 0.083995 0.0025287 0.0730477 0.00848549 1.92839 0.0171091 0.181148 0.00047782 1.6803 0.00604466 0.0260091 0.0396544 0.00698431 3.11305 0.148793 0.00968474 0.14033 0.000676267 0.000951416 0.0154015 2.30508e-05 0.0661819 0.660284 0.000457418 4.56277 0.186876
0.820896 1.28e-06 0.00418318 0.01096 0.00650407 0.0124389 0.00655553 1.00794e-05 0.000156708 0.0309404 0.0435195 0.0653433 0.570785 0.011292 0.998744 1.43607 0.083995 0.00252871 0.0730484 0.00848551 1.92842 0.0171087 0.181148 0.000477877 1.6803 0.0060446 0.0260078 0.0396538 0.00698428 3.11305 0.148793 0.00968474 0.14033 0.000676271 0.00095141 0.0154012 2.30519e-05 0.066182 0.66029 0.000457421 4.56276 0.186878
0.821994 1.28e-06 0.00418313 0.01096 0.00650406 0.0124387 0.00655576 1.00798e-05 0.000156664 0.0309402 0.0435195 0.0653433 0.570782 0.0112918 0.998744 1.43606 0.083995 0.00252872 0.0730491 0.00848553 1.92845 0.0171084 0.181149 0.000477833 1.6803 0.00604464 0.0260065 0.0396532 0.00698425 3.11305 0.148793 0.00968474 0.14033 0.000676275 0.000951405 0.015401 2.30528e-05 0.0661822 0.660295 0.000457424 4.56274 0.186879
0.823079 1.28e-06 0.00418307 0.0109601 0.00650405 0.0124385 0.00655599 1.00802e-05 0.000156721 0.03094 0.0435195 0.0653433 0.570778 0.0112917 0.998744 1.43606 0.083995 0.00252872 0.0730497 0.00848555 1.92847 0.017108 0.18115 0.000477889 1.6803 0.00604459 0.0260052 0.0396526 0.00698423 3.11305 0.148793 0.00968474 0.14033 0.000676279 0.000951399 0.0154008 2.30538e-05 0.0661823 0.660301 0.000457426 4.56273 0.18688
0.824271 1.28e-06 0.00418301 0.0109601 0.00650404 0.0124383 0.00655624 1.00806e-05 0.000156531 0.0309397 0.0435195 0.0653435 0.570775 0.0112915 0.998744 1.43606 0.083995 0.00252873 0.0730504 0.00848557 1.9285 0.0171077 0.181151 0.000477702 1.6803 0.00604477 0.0260038 0.039652 0.0069842 3.11305 0.148793 0.00968474 0.14033 0.000676283 0.000951393 0.0154005 2.30549e-05 0.0661825 0.660308 0.000457429 4.56272 0.186881
0.825398 1.28e-06 0.00418295 0.0109601 0.00650404 0.0124382 0.00655648 1.0081e-05 0.00015671 0.0309395 0.0435195 0.0653433 0.570771 0.0112913 0.998744 1.43606 0.083995 0.00252874 0.0730511 0.00848558 1.92853 0.0171073 0.181151 0.000477879 1.6803 0.0060446 0.0260025 0.0396514 0.00698418 3.11305 0.148793 0.00968473 0.14033 0.000676287 0.000951387 0.0154003 2.30559e-05 0.0661826 0.660313 0.000457432 4.5627 0.186882
0.826542 1.28e-06 0.00418289 0.0109601 0.00650403 0.012438 0.00655672 1.00813e-05 0.000156701 0.0309393 0.0435195 0.0653433 0.570768 0.0112912 0.998744 1.43605 0.083995 0.00252875 0.0730517 0.0084856 1.92856 0.017107 0.181152 0.000477869 1.6803 0.00604461 0.0260012 0.0396508 0.00698415 3.11305 0.148793 0.00968473 0.14033 0.000676291 0.000951381 0.0154 2.30569e-05 0.0661828 0.660319 0.000457435 4.56269 0.186884
0.827586 1.28e-06 0.00418284 0.0109601 0.00650402 0.0124378 0.00655694 1.00817e-05 0.000156709 0.030939 0.0435195 0.0653433 0.570765 0.011291 0.998744 1.43605 0.083995 0.00252875 0.0730523 0.00848562 1.92859 0.0171066 0.181153 0.000477877 1.6803 0.0060446 0.026 0.0396502 0.00698412 3.11305 0.148793 0.00968473 0.14033 0.000676294 0.000951376 0.0153998 2.30578e-05 0.0661829 0.660325 0.000457437 4.56268 0.186885
0.8288 1.28e-06 0.00418277 0.0109602 0.00650401 0.0124376 0.00655719 1.00821e-05 0.000156687 0.0309388 0.0435195 0.0653433 0.570761 0.0112909 0.998744 1.43605 0.083995 0.00252876 0.073053 0.00848564 1.92862 0.0171063 0.181154 0.000477855 1.6803 0.00604462 0.0259986 0.0396496 0.0069841 3.11305 0.148793 0.00968473 0.14033 0.000676298 0.00095137 0.0153996 2.30589e-05 0.0661831 0.660331 0.00045744 4.56266 0.186886
0.829976 1.28e-06 0.00418271 0.0109602 0.006504 0.0124375 0.00655743 1.00825e-05 0.000156721 0.0309386 0.0435195 0.0653433 0.570758 0.0112907 0.998744 1.43605 0.083995 0.00252877 0.0730537 0.00848566 1.92865 0.0171059 0.181154 0.000477889 1.6803 0.00604458 0.0259973 0.039649 0.00698407 3.11305 0.148793 0.00968473 0.140331 0.000676302 0.000951364 0.0153993 2.30599e-05 0.0661832 0.660338 0.000457443 4.56265 0.186887
0.831206 1.28e-06 0.00418265 0.0109602 0.00650399 0.0124373 0.00655769 1.00829e-05 0.000156689 0.0309383 0.0435195 0.0653433 0.570754 0.0112905 0.998744 1.43604 0.083995 0.00252878 0.0730544 0.00848568 1.92868 0.0171055 0.181155 0.000477857 1.6803 0.00604462 0.0259958 0.0396484 0.00698404 3.11305 0.148793 0.00968473 0.140331 0.000676306 0.000951357 0.0153991 2.3061e-05 0.0661834 0.660344 0.000457446 4.56263 0.186889
0.832446 1.28e-06 0.00418259 0.0109602 0.00650399 0.0124371 0.00655794 1.00833e-05 0.000156711 0.0309381 0.0435195 0.0653433 0.57075 0.0112904 0.998744 1.43604 0.083995 0.00252879 0.0730551 0.0084857 1.92871 0.0171052 0.181156 0.000477879 1.6803 0.00604459 0.0259944 0.0396477 0.00698401 3.11305 0.148793 0.00968473 0.140331 0.000676311 0.000951351 0.0153988 2.30621e-05 0.0661835 0.66035 0.000457449 4.56262 0.18689
0.83358 1.28e-06 0.00418253 0.0109602 0.00650398 0.0124369 0.00655818 1.00837e-05 0.000156667 0.0309378 0.0435195 0.0653433 0.570747 0.0112902 0.998744 1.43604 0.083995 0.00252879 0.0730557 0.00848571 1.92874 0.0171048 0.181157 0.000477836 1.6803 0.00604463 0.0259931 0.0396472 0.00698398 3.11305 0.148793 0.00968473 0.140331 0.000676314 0.000951345 0.0153986 2.30631e-05 0.0661837 0.660356 0.000457452 4.5626 0.186891
0.834814 1.28e-06 0.00418247 0.0109603 0.00650397 0.0124367 0.00655843 1.00841e-05 0.000156689 0.0309376 0.0435195 0.0653433 0.570743 0.01129 0.998744 1.43603 0.083995 0.0025288 0.0730564 0.00848573 1.92877 0.0171045 0.181157 0.000477857 1.6803 0.00604461 0.0259917 0.0396465 0.00698396 3.11305 0.148793 0.00968473 0.140331 0.000676319 0.000951339 0.0153984 2.30641e-05 0.0661838 0.660363 0.000457455 4.56259 0.186893
0.835953 6.4e-07 0.00418242 0.0109603 0.00650396 0.0124366 0.00655867 1.00844e-05 0.000156689 0.0309374 0.0435195 0.0653433 0.57074 0.0112899 0.998744 1.43603 0.083995 0.00252881 0.073057 0.00848575 1.9288 0.0171041 0.181158 0.000477857 1.6803 0.00604461 0.0259904 0.039646 0.00698393 3.11305 0.148793 0.00968473 0.140331 0.000676322 0.000951333 0.0153982 2.30651e-05 0.066184 0.660369 0.000457458 4.56258 0.186894
0.837133 2.56e-06 0.00418236 0.0109603 0.00650395 0.0124364 0.00655891 1.00848e-05 0.000156689 0.0309371 0.0435195 0.0653433 0.570737 0.0112897 0.998744 1.43603 0.083995 0.00252881 0.0730577 0.00848577 1.92883 0.0171038 0.181159 0.000477857 1.6803 0.00604461 0.0259891 0.0396454 0.0069839 3.11305 0.148793 0.00968473 0.140331 0.000676326 0.000951327 0.0153979 2.30661e-05 0.0661841 0.660375 0.00045746 4.56256 0.186895
0.838247 6.4e-07 0.00418231 0.0109603 0.00650394 0.0124362 0.00655914 1.00852e-05 0.000156886 0.0309369 0.0435195 0.0653431 0.570733 0.0112896 0.998744 1.43603 0.083995 0.00252882 0.0730583 0.00848579 1.92886 0.0171035 0.18116 0.000478052 1.6803 0.00604442 0.0259878 0.0396448 0.00698388 3.11305 0.148793 0.00968473 0.140331 0.00067633 0.000951322 0.0153977 2.30671e-05 0.0661842 0.660381 0.000457463 4.56255 0.186896
0.839415 1.28e-06 0.00418225 0.0109603 0.00650394 0.0124361 0.00655938 1.00856e-05 0.000156689 0.0309367 0.0435195 0.0653433 0.57073 0.0112894 0.998744 1.43602 0.083995 0.00252883 0.073059 0.0084858 1.92889 0.0171031 0.18116 0.000477857 1.6803 0.00604461 0.0259865 0.0396442 0.00698385 3.11305 0.148793 0.00968473 0.140331 0.000676334 0.000951316 0.0153975 2.30681e-05 0.0661844 0.660387 0.000457466 4.56254 0.186897
0.840699 2.56e-06 0.00418219 0.0109604 0.00650393 0.0124359 0.00655964 1.0086e-05 0.000157264 0.0309364 0.0435195 0.0653427 0.570726 0.0112893 0.998743 1.43602 0.083995 0.00252883 0.0730597 0.00848582 1.92892 0.0171027 0.181161 0.000478425 1.6803 0.00604406 0.025985 0.0396436 0.00698382 3.11305 0.148793 0.00968472 0.140331 0.000676338 0.00095131 0.0153972 2.30692e-05 0.0661845 0.660394 0.000457469 4.56252 0.186899
0.841882 6.4e-07 0.00418213 0.0109604 0.00650392 0.0124357 0.00655988 1.00864e-05 0.000156689 0.0309362 0.0435195 0.0653433 0.570722 0.0112891 0.998744 1.43602 0.083995 0.00252884 0.0730603 0.00848584 1.92895 0.0171024 0.181162 0.000477857 1.6803 0.00604461 0.0259837 0.039643 0.00698379 3.11305 0.148793 0.00968472 0.140331 0.000676342 0.000951304 0.015397 2.30702e-05 0.0661847 0.6604 0.000457472 4.56251 0.1869
0.843077 1.28e-06 0.00418208 0.0109604 0.00650391 0.0124355 0.00656012 1.00867e-05 0.000156689 0.030936 0.0435195 0.0653433 0.570719 0.011289 0.998744 1.43602 0.083995 0.00252884 0.0730609 0.00848586 1.92898 0.0171021 0.181163 0.000477857 1.6803 0.00604461 0.0259824 0.0396425 0.00698377 3.11305 0.148793 0.00968472 0.140331 0.000676346 0.000951298 0.0153968 2.30713e-05 0.0661848 0.660406 0.000457475 4.56249 0.186901
0.844291 3.2e-07 0.00418202 0.0109604 0.0065039 0.0124354 0.00656037 1.00871e-05 0.000156689 0.0309357 0.0435195 0.0653433 0.570715 0.0112888 0.998744 1.43601 0.083995 0.00252885 0.0730616 0.00848587 1.92901 0.0171017 0.181164 0.000477857 1.6803 0.00604461 0.025981 0.0396419 0.00698374 3.11305 0.148793 0.00968472 0.140331 0.00067635 0.000951292 0.0153965 2.30723e-05 0.066185 0.660412 0.000457477 4.56248 0.186902
0.845455 1.28e-06 0.00418197 0.0109604 0.00650389 0.0124352 0.0065606 1.00875e-05 0.000156724 0.0309355 0.0435194 0.0653433 0.570712 0.0112887 0.998743 1.43601 0.083995 0.00252886 0.0730622 0.00848589 1.92904 0.0171014 0.181164 0.000477892 1.6803 0.00604458 0.0259797 0.0396413 0.00698371 3.11305 0.148793 0.00968472 0.140331 0.000676354 0.000951286 0.0153963 2.30733e-05 0.0661851 0.660418 0.00045748 4.56247 0.186904
0.846627 1.28e-06 0.00418191 0.0109605 0.00650389 0.012435 0.00656084 1.00879e-05 0.00015668 0.0309353 0.0435194 0.0653433 0.570708 0.0112885 0.998743 1.43601 0.083995 0.00252886 0.0730628 0.00848591 1.92907 0.0171011 0.181165 0.000477849 1.6803 0.00604462 0.0259784 0.0396408 0.00698369 3.11305 0.148792 0.00968472 0.140331 0.000676358 0.00095128 0.0153961 2.30743e-05 0.0661853 0.660425 0.000457483 4.56245 0.186905
0.847794 6.4e-07 0.00418186 0.0109605 0.00650388 0.0124349 0.00656107 1.00882e-05 0.000156689 0.0309351 0.0435194 0.0653433 0.570705 0.0112884 0.998743 1.436 0.083995 0.00252887 0.0730634 0.00848592 1.9291 0.0171007 0.181166 0.000477857 1.6803 0.00604461 0.0259771 0.0396402 0.00698366 3.11305 0.148792 0.00968472 0.140331 0.000676361 0.000951274 0.0153959 2.30753e-05 0.0661854 0.660431 0.000457486 4.56244 0.186906
0.848962 6.4e-07 0.00418181 0.0109605 0.00650387 0.0124347 0.00656131 1.00886e-05 0.000156689 0.0309348 0.0435194 0.0653433 0.570701 0.0112883 0.998743 1.436 0.083995 0.00252887 0.0730641 0.00848594 1.92913 0.0171004 0.181167 0.000477857 1.6803 0.00604461 0.0259758 0.0396397 0.00698363 3.11305 0.148792 0.00968472 0.140331 0.000676365 0.000951269 0.0153957 2.30763e-05 0.0661855 0.660437 0.000457488 4.56243 0.186907
0.850088 1.28e-06 0.00418176 0.0109605 0.00650386 0.0124346 0.00656153 1.0089e-05 0.000156683 0.0309346 0.0435194 0.0653433 0.570698 0.0112881 0.998743 1.436 0.083995 0.00252888 0.0730646 0.00848596 1.92916 0.0171001 0.181168 0.000477851 1.6803 0.00604462 0.0259745 0.0396391 0.00698361 3.11305 0.148793 0.00968472 0.140331 0.000676369 0.000951263 0.0153955 2.30772e-05 0.0661856 0.660443 0.000457491 4.56241 0.186908
0.851256 1.28e-06 0.00418171 0.0109605 0.00650385 0.0124344 0.00656176 1.00893e-05 0.000156689 0.0309344 0.0435194 0.0653433 0.570694 0.011288 0.998743 1.436 0.083995 0.00252888 0.0730653 0.00848597 1.92919 0.0170998 0.181168 0.000477857 1.6803 0.00604461 0.0259732 0.0396386 0.00698358 3.11305 0.148792 0.00968472 0.140331 0.000676373 0.000951257 0.0153953 2.30782e-05 0.0661858 0.660449 0.000457494 4.5624 0.186909
0.852444 1.28e-06 0.00418165 0.0109606 0.00650384 0.0124343 0.006562 1.00897e-05 0.000156894 0.0309342 0.0435194 0.0653431 0.570691 0.0112878 0.998743 1.43599 0.083995 0.00252889 0.0730659 0.00848599 1.92922 0.0170994 0.181169 0.00047806 1.6803 0.00604441 0.0259719 0.039638 0.00698356 3.11305 0.148793 0.00968472 0.140331 0.000676377 0.000951252 0.015395 2.30792e-05 0.0661859 0.660455 0.000457496 4.56239 0.186911
0.853646 1.28e-06 0.0041816 0.0109606 0.00650384 0.0124341 0.00656224 1.00901e-05 0.000156778 0.0309339 0.0435194 0.0653432 0.570687 0.0112877 0.998743 1.43599 0.083995 0.00252889 0.0730665 0.008486 1.92925 0.0170991 0.18117 0.000477945 1.6803 0.00604453 0.0259706 0.0396375 0.00698353 3.11305 0.148793 0.00968472 0.140331 0.00067638 0.000951246 0.0153948 2.30802e-05 0.066186 0.660461 0.000457499 4.56237 0.186912
0.854743 1.28e-06 0.00418155 0.0109606 0.00650383 0.012434 0.00656246 1.00904e-05 0.000156668 0.0309337 0.0435194 0.0653433 0.570684 0.0112876 0.998743 1.43599 0.083995 0.0025289 0.073067 0.00848602 1.92928 0.0170988 0.181171 0.000477837 1.6803 0.00604463 0.0259694 0.039637 0.0069835 3.11305 0.148793 0.00968472 0.140331 0.000676384 0.00095124 0.0153946 2.30812e-05 0.0661862 0.660467 0.000457502 4.56236 0.186913
0.855947 1.28e-06 0.0041815 0.0109606 0.00650382 0.0124338 0.0065627 1.00908e-05 0.000156727 0.0309335 0.0435194 0.0653433 0.57068 0.0112874 0.998743 1.43599 0.083995 0.0025289 0.0730677 0.00848603 1.92931 0.0170985 0.181171 0.000477895 1.6803 0.00604457 0.025968 0.0396364 0.00698348 3.11305 0.148793 0.00968472 0.140331 0.000676388 0.000951234 0.0153944 2.30822e-05 0.0661863 0.660473 0.000457505 4.56235 0.186914
0.857009 6.4e-07 0.00418145 0.0109606 0.00650381 0.0124337 0.00656291 1.00912e-05 0.000156689 0.0309333 0.0435194 0.0653433 0.570677 0.0112873 0.998743 1.43598 0.083995 0.00252891 0.0730682 0.00848605 1.92933 0.0170982 0.181172 0.000477857 1.6803 0.00604461 0.0259669 0.039636 0.00698345 3.11305 0.148793 0.00968472 0.140331 0.000676391 0.000951229 0.0153942 2.3083e-05 0.0661864 0.660479 0.000457507 4.56234 0.186915
0.858171 1.28e-06 0.0041814 0.0109606 0.00650381 0.0124335 0.00656313 1.00915e-05 0.000156634 0.0309331 0.0435194 0.0653434 0.570674 0.0112872 0.998743 1.43598 0.083995 0.00252891 0.0730688 0.00848606 1.92936 0.0170979 0.181173 0.000477803 1.6803 0.00604466 0.0259656 0.0396354 0.00698343 3.11305 0.148793 0.00968472 0.140331 0.000676395 0.000951224 0.015394 2.3084e-05 0.0661865 0.660485 0.00045751 4.56232 0.186916
0.859328 2.56e-06 0.00418135 0.0109607 0.0065038 0.0124334 0.00656336 1.00919e-05 0.000156688 0.0309328 0.0435194 0.0653433 0.57067 0.011287 0.998743 1.43598 0.083995 0.00252892 0.0730694 0.00848608 1.92939 0.0170976 0.181174 0.000477857 1.6803 0.00604461 0.0259643 0.0396349 0.0069834 3.11305 0.148793 0.00968472 0.140331 0.000676399 0.000951218 0.0153938 2.3085e-05 0.0661866 0.660491 0.000457512 4.56231 0.186918
0.860559 1.28e-06 0.0041813 0.0109607 0.00650379 0.0124332 0.0065636 1.00923e-05 0.000156666 0.0309326 0.0435194 0.0653433 0.570666 0.0112869 0.998743 1.43598 0.083995 0.00252892 0.07307 0.00848609 1.92942 0.0170972 0.181175 0.000477834 1.6803 0.00604463 0.025963 0.0396344 0.00698338 3.11305 0.148793 0.00968472 0.140331 0.000676403 0.000951212 0.0153936 2.3086e-05 0.0661868 0.660497 0.000457515 4.5623 0.186919
0.861757 6.4e-07 0.00418125 0.0109607 0.00650378 0.012433 0.00656384 1.00926e-05 0.000156688 0.0309324 0.0435194 0.0653433 0.570663 0.0112867 0.998743 1.43597 0.083995 0.00252893 0.0730706 0.00848611 1.92945 0.0170969 0.181175 0.000477857 1.6803 0.00604461 0.0259617 0.0396338 0.00698335 3.11305 0.148793 0.00968472 0.140331 0.000676406 0.000951206 0.0153934 2.3087e-05 0.0661869 0.660503 0.000457518 4.56228 0.18692
0.862965 1.28e-06 0.0041812 0.0109607 0.00650377 0.0124329 0.00656407 1.0093e-05 0.000156688 0.0309322 0.0435194 0.0653433 0.570659 0.0112866 0.998743 1.43597 0.083995 0.00252893 0.0730712 0.00848612 1.92948 0.0170966 0.181176 0.000477857 1.6803 0.00604461 0.0259604 0.0396333 0.00698332 3.11305 0.148793 0.00968472 0.140331 0.00067641 0.000951201 0.0153932 2.3088e-05 0.066187 0.660509 0.000457521 4.56227 0.186921
0.864202 1.28e-06 0.00418115 0.0109607 0.00650376 0.0124327 0.00656431 1.00934e-05 0.000156713 0.0309319 0.0435194 0.0653433 0.570655 0.0112865 0.998743 1.43597 0.083995 0.00252893 0.0730718 0.00848614 1.92952 0.0170963 0.181177 0.000477882 1.6803 0.00604459 0.025959 0.0396328 0.0069833 3.11305 0.148793 0.00968472 0.140331 0.000676414 0.000951195 0.015393 2.3089e-05 0.0661871 0.660516 0.000457523 4.56226 0.186922
0.865282 1.28e-06 0.0041811 0.0109607 0.00650376 0.0124326 0.00656452 1.00937e-05 0.000156688 0.0309317 0.0435194 0.0653433 0.570652 0.0112864 0.998743 1.43597 0.083995 0.00252894 0.0730723 0.00848615 1.92954 0.017096 0.181178 0.000477857 1.6803 0.00604461 0.0259579 0.0396323 0.00698327 3.11305 0.148793 0.00968472 0.140331 0.000676418 0.00095119 0.0153928 2.30899e-05 0.0661873 0.660521 0.000457526 4.56224 0.186923
0.86635 1.28e-06 0.00418106 0.0109608 0.00650375 0.0124325 0.00656473 1.00941e-05 0.000156727 0.0309315 0.0435194 0.0653433 0.570649 0.0112862 0.998743 1.43596 0.083995 0.00252894 0.0730728 0.00848617 1.92957 0.0170957 0.181179 0.000477895 1.6803 0.00604458 0.0259567 0.0396318 0.00698325 3.11305 0.148793 0.00968472 0.140331 0.000676421 0.000951184 0.0153926 2.30908e-05 0.0661874 0.660527 0.000457528 4.56223 0.186924
0.867503 2.56e-06 0.00418101 0.0109608 0.00650374 0.0124323 0.00656496 1.00944e-05 0.000156688 0.0309313 0.0435194 0.0653433 0.570646 0.0112861 0.998743 1.43596 0.083995 0.00252895 0.0730734 0.00848618 1.9296 0.0170954 0.181179 0.000477857 1.6803 0.00604461 0.0259555 0.0396313 0.00698322 3.11305 0.148793 0.00968472 0.140331 0.000676425 0.000951179 0.0153924 2.30917e-05 0.0661875 0.660533 0.000457531 4.56222 0.186926
0.868602 1.28e-06 0.00418097 0.0109608 0.00650374 0.0124322 0.00656517 1.00948e-05 0.000156672 0.0309311 0.0435194 0.0653433 0.570642 0.011286 0.998743 1.43596 0.083995 0.00252895 0.0730739 0.00848619 1.92963 0.0170951 0.18118 0.000477841 1.6803 0.00604463 0.0259543 0.0396309 0.0069832 3.11305 0.148793 0.00968473 0.140331 0.000676428 0.000951174 0.0153922 2.30926e-05 0.0661876 0.660538 0.000457533 4.56221 0.186927
0.869716 2.56e-06 0.00418092 0.0109608 0.00650373 0.0124321 0.00656538 1.00951e-05 0.000156688 0.0309309 0.0435194 0.0653433 0.570639 0.0112859 0.998743 1.43596 0.083995 0.00252895 0.0730745 0.00848621 1.92965 0.0170948 0.181181 0.000477857 1.6803 0.00604462 0.0259531 0.0396304 0.00698318 3.11305 0.148793 0.00968473 0.140331 0.000676431 0.000951168 0.015392 2.30935e-05 0.0661877 0.660544 0.000457536 4.5622 0.186928
0.870931 2.56e-06 0.00418088 0.0109608 0.00650372 0.0124319 0.00656562 1.00955e-05 0.000156688 0.0309307 0.0435194 0.0653433 0.570635 0.0112857 0.998743 1.43595 0.083995 0.00252896 0.073075 0.00848622 1.92968 0.0170945 0.181182 0.000477857 1.6803 0.00604462 0.0259518 0.0396299 0.00698315 3.11305 0.148793 0.00968473 0.140331 0.000676435 0.000951163 0.0153918 2.30945e-05 0.0661878 0.66055 0.000457539 4.56218 0.186929
0.872172 1.28e-06 0.00418083 0.0109608 0.00650371 0.0124318 0.00656585 1.00958e-05 0.000156672 0.0309304 0.0435194 0.0653433 0.570631 0.0112856 0.998743 1.43595 0.083995 0.00252896 0.0730756 0.00848624 1.92972 0.0170942 0.181183 0.000477842 1.6803 0.00604463 0.0259504 0.0396294 0.00698312 3.11305 0.148793 0.00968473 0.140331 0.000676439 0.000951157 0.0153916 2.30955e-05 0.0661879 0.660557 0.000457541 4.56217 0.18693
0.873284 6.4e-07 0.00418078 0.0109609 0.0065037 0.0124316 0.00656607 1.00962e-05 0.000156688 0.0309302 0.0435194 0.0653433 0.570628 0.0112855 0.998743 1.43595 0.083995 0.00252896 0.0730761 0.00848625 1.92974 0.0170939 0.181183 0.000477858 1.6803 0.00604462 0.0259493 0.0396289 0.0069831 3.11305 0.148793 0.00968473 0.140331 0.000676443 0.000951152 0.0153915 2.30964e-05 0.066188 0.660563 0.000457544 4.56216 0.186931
0.874458 6.4e-07 0.00418074 0.0109609 0.0065037 0.0124315 0.00656629 1.00965e-05 0.000156688 0.03093 0.0435194 0.0653433 0.570625 0.0112854 0.998743 1.43595 0.083995 0.00252897 0.0730767 0.00848626 1.92977 0.0170936 0.181184 0.000477858 1.6803 0.00604462 0.025948 0.0396284 0.00698308 3.11305 0.148793 0.00968473 0.140331 0.000676446 0.000951146 0.0153913 2.30974e-05 0.0661881 0.660569 0.000457546 4.56215 0.186932
0.875565 1.28e-06 0.00418069 0.0109609 0.00650369 0.0124314 0.0065665 1.00969e-05 0.000156688 0.0309298 0.0435194 0.0653433 0.570621 0.0112852 0.998743 1.43594 0.083995 0.00252897 0.0730772 0.00848628 1.9298 0.0170934 0.181185 0.000477858 1.6803 0.00604462 0.0259468 0.0396279 0.00698305 3.11305 0.148793 0.00968473 0.140331 0.00067645 0.000951141 0.0153911 2.30983e-05 0.0661882 0.660574 0.000457549 4.56214 0.186933
0.876711 2.56e-06 0.00418065 0.0109609 0.00650368 0.0124312 0.00656672 1.00972e-05 0.000156688 0.0309296 0.0435193 0.0653433 0.570618 0.0112851 0.998743 1.43594 0.083995 0.00252897 0.0730778 0.00848629 1.92983 0.0170931 0.181186 0.000477858 1.6803 0.00604462 0.0259456 0.0396275 0.00698303 3.11305 0.148793 0.00968473 0.140331 0.000676453 0.000951136 0.0153909 2.30992e-05 0.0661883 0.66058 0.000457551 4.56212 0.186934
0.877898 1.28e-06 0.0041806 0.0109609 0.00650367 0.0124311 0.00656695 1.00976e-05 0.000156713 0.0309294 0.0435193 0.0653433 0.570614 0.011285 0.998743 1.43594 0.083995 0.00252898 0.0730783 0.0084863 1.92986 0.0170928 0.181186 0.000477883 1.6803 0.0060446 0.0259444 0.039627 0.006983 3.11305 0.148793 0.00968473 0.140331 0.000676457 0.00095113 0.0153907 2.31001e-05 0.0661885 0.660586 0.000457554 4.56211 0.186936
0.879052 2.56e-06 0.00418056 0.0109609 0.00650367 0.012431 0.00656716 1.00979e-05 0.000156688 0.0309292 0.0435193 0.0653433 0.570611 0.0112849 0.998743 1.43594 0.083995 0.00252898 0.0730788 0.00848631 1.92989 0.0170925 0.181187 0.000477858 1.6803 0.00604462 0.0259431 0.0396265 0.00698298 3.11305 0.148793 0.00968473 0.140331 0.00067646 0.000951125 0.0153905 2.31011e-05 0.0661886 0.660592 0.000457557 4.5621 0.186937
0.880203 6.4e-07 0.00418051 0.010961 0.00650366 0.0124308 0.00656738 1.00983e-05 0.000156688 0.030929 0.0435193 0.0653433 0.570607 0.0112848 0.998743 1.43593 0.083995 0.00252898 0.0730794 0.00848633 1.92992 0.0170922 0.181188 0.000477858 1.6803 0.00604462 0.0259419 0.0396261 0.00698296 3.11305 0.148793 0.00968473 0.140331 0.000676464 0.000951119 0.0153903 2.3102e-05 0.0661887 0.660598 0.000457559 4.56209 0.186938
0.881331 1.28e-06 0.00418047 0.010961 0.00650365 0.0124307 0.00656759 1.00986e-05 0.000156673 0.0309288 0.0435193 0.0653433 0.570604 0.0112846 0.998743 1.43593 0.083995 0.00252898 0.0730799 0.00848634 1.92995 0.0170919 0.181189 0.000477843 1.6803 0.00604464 0.0259407 0.0396256 0.00698293 3.11305 0.148793 0.00968473 0.140331 0.000676467 0.000951114 0.0153902 2.31029e-05 0.0661888 0.660604 0.000457562 4.56208 0.186939
