t dt 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30
260562 0.0078125 11034.6 753.246 3263.72 0.880084 1570.34 85750.5 33.486 199.243 4214.9 0.540105 36.4125 258605 9.93669 22824.3 304.29 41228.9 2.21884 60021.2 8.06049 7.22311 5641.79 1077.24 21.6056 23.6751 208.264 17.9879 7.22874 216118 412.234 73.3381
260705 0.015625 11036.7 753.332 3264.88 0.879836 1570.56 85846.2 33.49 199.296 4215.48 0.540238 36.421 258706 9.93852 22829.6 304.332 41229 2.21978 60076.6 8.06071 7.22447 5642.87 1077.59 21.61 23.6794 208.285 17.9914 7.22974 216232 412.235 73.3472
260841 0.015625 11038.7 753.413 3265.99 0.879605 1570.77 85937.6 33.4938 199.348 4216.04 0.540366 36.4291 258802 9.94026 22834.7 304.372 41229.2 2.22067 60129.4 8.06092 7.22576 5643.91 1077.92 21.6143 23.6836 208.305 17.9947 7.23069 216341 412.236 73.3558
260978 0.015625 11040.8 753.495 3267.11 0.880086 1570.98 86029.5 33.4977 199.399 4216.6 0.540493 36.4372 258899 9.942 22839.8 304.412 41229.3 2.22156 60182.5 8.06113 7.22706 5644.94 1078.25 21.618 23.6877 208.326 17.998 7.23164 216451 412.237 73.3644
261113 0.03125 11042.8 753.576 3268.2 0.880586 1571.19 86120.3 33.5014 199.45 4217.16 0.540619 36.4451 258994 9.94372 22844.8 304.451 41229.4 2.22244 60234.9 8.06134 7.22834 5645.96 1078.58 21.6215 23.6918 208.346 18.0013 7.23258 216558 412.238 73.373
261252 0.015625 11044.8 753.659 3269.33 0.880712 1571.4 86213.6 33.5053 199.502 4217.72 0.540749 36.4533 259092 9.94549 22849.9 304.492 41229.6 2.22335 60288.7 8.06155 7.22966 5647.01 1078.92 21.6256 23.696 208.366 18.0046 7.23355 216669 412.24 73.3817
261392 0.015625 11046.9 753.742 3270.48 0.88084 1571.62 86308.3 33.5092 199.555 4218.3 0.54088 36.4616 259191 9.94728 22855.1 304.533 41229.7 2.22426 60343.3 8.06177 7.23099 5648.08 1079.26 21.6296 23.7003 208.387 18.0081 7.23453 216782 412.241 73.3906
261530 0.015625 11048.9 753.825 3271.6 0.881401 1571.83 86401.3 33.5131 199.607 4218.86 0.541008 36.4698 259288 9.94903 22860.2 304.574 41229.8 2.22516 60396.9 8.06198 7.2323 5649.12 1079.6 21.6332 23.7045 208.408 18.0114 7.23549 216892 412.242 73.3993
261667 0.015625 11050.9 753.906 3272.71 0.881786 1572.04 86493.6 33.5169 199.658 4219.42 0.541136 36.4779 259385 9.95077 22865.3 304.614 41230 2.22605 60450 8.06219 7.23359 5650.15 1079.93 21.637 23.7086 208.428 18.0147 7.23644 217001 412.243 73.408
261806 0.015625 11053 753.989 3273.84 0.881735 1572.26 86587.9 33.5208 199.71 4219.99 0.541265 36.4861 259483 9.95255 22870.5 304.655 41230.1 2.22696 60504.2 8.06241 7.23491 5651.21 1080.27 21.6412 23.7129 208.448 18.0181 7.23741 217112 412.244 73.4168
261946 0.0078125 11055.1 754.073 3274.98 0.881343 1572.47 86682.6 33.5246 199.763 4220.56 0.541396 36.4943 259582 9.95433 22875.6 304.696 41230.3 2.22787 60558.7 8.06262 7.23624 5652.26 1080.61 21.6456 23.7171 208.469 18.0215 7.23838 217224 412.246 73.4256
262083 0.015625 11057.1 754.154 3276.1 0.881467 1572.68 86775.6 33.5285 199.814 4221.12 0.541523 36.5024 259679 9.95607 22880.7 304.736 41230.4 2.22876 60612.1 8.06284 7.23753 5653.3 1080.95 21.6496 23.7213 208.489 18.0248 7.23934 217333 412.247 73.4343
262220 0.015625 11059.1 754.236 3277.21 0.880834 1572.89 86868.4 33.5323 199.866 4221.68 0.541651 36.5105 259775 9.95781 22885.8 304.776 41230.5 2.22965 60665.4 8.06305 7.23883 5654.33 1081.28 21.6542 23.7254 208.51 18.0281 7.24029 217442 412.248 73.4429
262358 0.015625 11061.1 754.317 3278.33 0.881463 1573.1 86961.7 33.5361 199.917 4222.24 0.541778 36.5186 259872 9.95955 22890.8 304.816 41230.7 2.23054 60718.9 8.06326 7.24013 5655.37 1081.61 21.6577 23.7296 208.53 18.0314 7.24124 217551 412.249 73.4516
262494 0.015625 11063.1 754.398 3279.44 0.88271 1573.31 87054.4 33.5399 199.969 4222.79 0.541905 36.5266 259968 9.96128 22895.9 304.856 41230.8 2.23143 60772 8.06347 7.24141 5656.39 1081.95 21.6607 23.7337 208.55 18.0347 7.24219 217660 412.25 73.4602
262631 0.0078125 11065.1 754.48 3280.55 0.881962 1573.52 87147.6 33.5437 200.02 4223.35 0.542032 36.5346 260065 9.96302 22900.9 304.896 41230.9 2.23232 60825.4 8.06368 7.24271 5657.42 1082.28 21.6654 23.7378 208.57 18.038 7.24314 217769 412.252 73.4688
262771 0.015625 11067.2 754.563 3281.68 0.881631 1573.74 87242.6 33.5475 200.072 4223.92 0.542162 36.5428 260163 9.96479 22906.1 304.937 41231.1 2.23322 60879.7 8.06389 7.24402 5658.48 1082.62 21.6698 23.742 208.59 18.0414 7.24411 217879 412.253 73.4776
262908 0.0078125 11069.2 754.644 3282.8 0.882212 1573.95 87336 33.5513 200.123 4224.48 0.542289 36.5509 260260 9.96652 22911.1 304.977 41231.2 2.23411 60933.2 8.0641 7.24531 5659.51 1082.95 21.6734 23.7462 208.61 18.0447 7.24506 217988 412.254 73.4862
263046 0.0625 11071.2 754.726 3283.92 0.882401 1574.16 87430.2 33.5551 200.175 4225.04 0.542417 36.559 260357 9.96827 22916.2 305.017 41231.4 2.235 60987 8.06431 7.24661 5660.54 1083.29 21.6773 23.7503 208.631 18.048 7.24602 218098 412.255 73.4949
263181 0.015625 11073.2 754.805 3285.01 0.882457 1574.36 87521.9 33.5588 200.225 4225.58 0.542542 36.5669 260452 9.96997 22921.1 305.056 41231.5 2.23587 61039.4 8.06452 7.24788 5661.55 1083.61 21.6812 23.7544 208.65 18.0513 7.24695 218204 412.256 73.5034
263317 0.03125 11075.2 754.886 3286.11 0.882667 1574.57 87615.1 33.5626 200.276 4226.13 0.542668 36.5749 260548 9.97169 22926.1 305.096 41231.6 2.23675 61092.6 8.06473 7.24916 5662.58 1083.95 21.685 23.7585 208.67 18.0546 7.24789 218312 412.257 73.512
263453 0.03125 11077.2 754.966 3287.22 0.882787 1574.78 87708.3 33.5664 200.327 4226.68 0.542794 36.5829 260644 9.97341 22931.1 305.136 41231.8 2.23763 61145.7 8.06494 7.25044 5663.6 1084.28 21.6889 23.7626 208.69 18.0578 7.24884 218420 412.259 73.5205
263591 0.015625 11079.2 755.048 3288.34 0.882826 1574.99 87802.5 33.5702 200.378 4227.24 0.542921 36.5909 260740 9.97515 22936.2 305.176 41231.9 2.23852 61199.5 8.06515 7.25173 5664.63 1084.61 21.693 23.7667 208.71 18.0612 7.24979 218529 412.26 73.5292
263729 0.015625 11081.2 755.129 3289.45 0.88268 1575.2 87896.6 33.5739 200.43 4227.8 0.543048 36.5989 260837 9.97688 22941.2 305.216 41232 2.2394 61253 8.06536 7.25302 5665.66 1084.94 21.6971 23.7708 208.73 18.0645 7.25074 218637 412.261 73.5378
263867 0.0625 11083.2 755.21 3290.57 0.883051 1575.41 87991.2 33.5777 200.481 4228.35 0.543176 36.607 260934 9.97862 22946.3 305.256 41232.2 2.24029 61306.9 8.06557 7.25431 5666.69 1085.28 21.7009 23.775 208.75 18.0678 7.25169 218746 412.262 73.5465
264003 0.015625 11085.2 755.29 3291.67 0.883896 1575.62 88084.7 33.5815 200.532 4228.9 0.543301 36.615 261030 9.98033 22951.2 305.296 41232.3 2.24117 61360 8.06578 7.25559 5667.71 1085.61 21.7042 23.7791 208.77 18.071 7.25263 218854 412.263 73.555
264139 0.0625 11087.2 755.371 3292.78 0.883345 1575.82 88178.4 33.5852 200.583 4229.45 0.543427 36.6229 261126 9.98205 22956.2 305.335 41232.4 2.24205 61413.3 8.06599 7.25687 5668.73 1085.94 21.7086 23.7831 208.79 18.0743 7.25358 218961 412.264 73.5636
264280 0.03125 11089.3 755.453 3293.91 0.883442 1576.04 88274.8 33.5891 200.635 4230.02 0.543557 36.6311 261224 9.98382 22961.3 305.376 41232.6 2.24295 61468.1 8.0662 7.25818 5669.78 1086.28 21.7127 23.7873 208.81 18.0777 7.25454 219072 412.266 73.5723
264417 0.03125 11091.3 755.534 3295.02 0.883564 1576.24 88369 33.5928 200.686 4230.57 0.543683 36.6391 261320 9.98554 22966.3 305.416 41232.7 2.24383 61521.6 8.06641 7.25946 5670.8 1086.61 21.7166 23.7914 208.83 18.0809 7.25549 219180 412.267 73.5809
264554 0.015625 11093.3 755.614 3296.14 0.884084 1576.45 88463.8 33.5966 200.737 4231.12 0.543809 36.6471 261417 9.98727 22971.4 305.456 41232.8 2.24471 61575.3 8.06662 7.26074 5671.83 1086.94 21.7202 23.7955 208.85 18.0842 7.25644 219288 412.268 73.5895
264693 0.0078125 11095.3 755.696 3297.26 0.88381 1576.66 88559.5 33.6004 200.788 4231.68 0.543937 36.6552 261514 9.98901 22976.4 305.496 41233 2.2456 61629.6 8.06683 7.26204 5672.86 1087.28 21.7245 23.7997 208.87 18.0876 7.2574 219397 412.269 73.5982
264831 0.015625 11097.3 755.777 3298.38 0.883665 1576.87 88654.9 33.6042 200.84 4232.24 0.544064 36.6632 261611 9.99074 22981.5 305.536 41233.1 2.24649 61683.6 8.06704 7.26333 5673.89 1087.61 21.7286 23.8038 208.89 18.0909 7.25835 219506 412.27 73.6069
264968 0.03125 11099.3 755.857 3299.49 0.884055 1577.08 88749.4 33.6079 200.891 4232.78 0.54419 36.6712 261707 9.99246 22986.4 305.576 41233.2 2.24737 61737.1 8.06725 7.2646 5674.91 1087.94 21.7323 23.8079 208.909 18.0941 7.25929 219613 412.272 73.6154
265107 0.015625 11101.3 755.939 3300.61 0.883841 1577.29 88845.6 33.6117 200.942 4233.34 0.544318 36.6793 261805 9.9942 22991.5 305.616 41233.4 2.24826 61791.5 8.06746 7.2659 5675.95 1088.28 21.7365 23.812 208.929 18.0974 7.26025 219722 412.273 73.6241
265246 0.0078125 11103.3 756.02 3301.73 0.884302 1577.5 88941.4 33.6155 200.993 4233.9 0.544445 36.6873 261902 9.99594 22996.5 305.656 41233.5 2.24914 61845.6 8.06767 7.26719 5676.98 1088.61 21.7402 23.8162 208.949 18.1007 7.2612 219831 412.274 73.6328
265386 0.015625 11105.4 756.102 3302.87 0.884427 1577.71 89038.7 33.6193 201.046 4234.46 0.544574 36.6955 262001 9.9977 23001.6 305.697 41233.6 2.25004 61900.6 8.06788 7.2685 5678.02 1088.95 21.7442 23.8203 208.969 18.1041 7.26217 219941 412.275 73.6416
265525 0.0078125 11107.4 756.183 3303.99 0.884549 1577.92 89134.7 33.6231 201.097 4235.01 0.544701 36.7035 262098 9.99943 23006.6 305.737 41233.8 2.25093 61954.8 8.06809 7.26979 5679.05 1089.29 21.7481 23.8245 208.989 18.1074 7.26312 220049 412.276 73.6502
265665 0.03125 11109.4 756.265 3305.12 0.884674 1578.13 89232.2 33.6269 201.149 4235.58 0.54483 36.7117 262196 10.0012 23011.7 305.778 41233.9 2.25182 62009.8 8.06831 7.27109 5680.1 1089.63 21.7521 23.8286 209.009 18.1107 7.26408 220159 412.277 73.659
265803 0.015625 11111.4 756.345 3306.24 0.885314 1578.34 89327.9 33.6307 201.2 4236.13 0.544956 36.7196 262293 10.0029 23016.7 305.818 41234 2.2527 62063.7 8.06852 7.27237 5681.12 1089.96 21.7556 23.8327 209.029 18.114 7.26503 220267 412.279 73.6676
265940 0.015625 11113.4 756.425 3307.34 0.884916 1578.54 89422.6 33.6344 201.25 4236.67 0.545081 36.7275 262388 10.0046 23021.7 305.857 41234.2 2.25357 62117.1 8.06872 7.27364 5682.13 1090.29 21.7599 23.8368 209.049 18.1172 7.26596 220374 412.28 73.6761
266078 0.015625 11115.4 756.506 3308.46 0.882617 1578.75 89519.1 33.6381 201.301 4237.22 0.545208 36.7355 262485 10.0063 23026.7 305.897 41234.3 2.25445 62171.4 8.06893 7.27492 5683.16 1090.62 21.7659 23.8409 209.068 18.1205 7.26692 220482 412.281 73.6847
266215 0.015625 11117.4 756.585 3309.56 0.884643 1578.95 89614.5 33.6419 201.352 4237.77 0.545333 36.7435 262581 10.008 23031.6 305.937 41234.4 2.25533 62225.1 8.06914 7.27619 5684.17 1090.95 21.7681 23.8449 209.088 18.1238 7.26786 220589 412.282 73.6933
266352 0.015625 11119.4 756.665 3310.67 0.884846 1579.16 89710.1 33.6456 201.403 4238.32 0.545459 36.7514 262677 10.0098 23036.6 305.976 41234.6 2.2562 62278.8 8.06935 7.27746 5685.19 1091.28 21.772 23.849 209.107 18.127 7.2688 220696 412.283 73.7018
266490 0.0078125 11121.3 756.745 3311.78 0.887539 1579.36 89805.8 33.6493 201.453 4238.86 0.545584 36.7593 262773 10.0115 23041.5 306.016 41234.7 2.25707 62332.5 8.06956 7.27873 5686.2 1091.61 21.7737 23.8531 209.127 18.1303 7.26974 220803 412.284 73.7103
266628 0.015625 11123.3 756.825 3312.89 0.885016 1579.57 89902.4 33.653 201.504 4239.41 0.545711 36.7673 262870 10.0132 23046.5 306.056 41234.8 2.25795 62386.8 8.06976 7.28001 5687.22 1091.95 21.7798 23.8571 209.147 18.1336 7.27068 220910 412.286 73.719
266765 0.0078125 11125.3 756.905 3314 0.885644 1579.78 89998.2 33.6567 201.555 4239.96 0.545836 36.7752 262966 10.0149 23051.5 306.095 41235 2.25882 62440.5 8.06997 7.28128 5688.24 1092.28 21.7833 23.8612 209.166 18.1368 7.27162 221017 412.287 73.7275
266903 0.015625 11127.3 756.985 3315.11 0.886143 1579.98 90094.6 33.6605 201.606 4240.5 0.545961 36.7831 263062 10.0166 23056.4 306.135 41235.1 2.2597 62494.6 8.07018 7.28255 5689.25 1092.61 21.7868 23.8653 209.186 18.1401 7.27256 221124 412.288 73.7361
267042 0.0078125 11129.3 757.066 3316.23 0.885887 1580.19 90191.9 33.6642 201.657 4241.05 0.546088 36.7911 263159 10.0183 23061.4 306.175 41235.2 2.26058 62549 8.07039 7.28383 5690.28 1092.94 21.7911 23.8694 209.205 18.1434 7.27351 221232 412.289 73.7447
267181 0.015625 11131.3 757.146 3317.35 0.886009 1580.4 90289.3 33.668 201.708 4241.61 0.546215 36.7991 263257 10.0201 23066.4 306.215 41235.4 2.26146 62603.6 8.0706 7.28511 5691.3 1093.28 21.795 23.8735 209.225 18.1466 7.27446 221340 412.29 73.7533
267320 0.03125 11133.3 757.226 3318.47 0.88613 1580.6 90386.5 33.6717 201.759 4242.15 0.546341 36.8071 263353 10.0218 23071.4 306.255 41235.5 2.26233 62657.9 8.07081 7.28639 5692.33 1093.61 21.7989 23.8775 209.244 18.1499 7.27541 221448 412.291 73.7619
267458 0.03125 11135.3 757.307 3319.59 0.886252 1580.81 90483.9 33.6754 201.81 4242.7 0.546467 36.8151 263450 10.0235 23076.4 306.295 41235.6 2.26321 62712.4 8.07102 7.28767 5693.35 1093.94 21.8028 23.8816 209.264 18.1532 7.27636 221555 412.292 73.7705
267596 0.015625 11137.3 757.386 3320.7 0.885941 1581.01 90580.9 33.6792 201.861 4243.25 0.546593 36.823 263547 10.0252 23081.3 306.334 41235.8 2.26408 62766.6 8.07122 7.28894 5694.36 1094.28 21.8071 23.8857 209.283 18.1564 7.2773 221662 412.294 73.7791
267734 0.015625 11139.3 757.466 3321.81 0.886236 1581.22 90677.6 33.6829 201.911 4243.79 0.546718 36.8309 263643 10.0269 23086.2 306.374 41235.9 2.26495 62820.5 8.07143 7.2902 5695.37 1094.61 21.8108 23.8897 209.303 18.1597 7.27824 221769 412.295 73.7876
267874 0.03125 11141.3 757.547 3322.93 0.886703 1581.43 90776.2 33.6866 201.962 4244.35 0.546845 36.8389 263740 10.0286 23091.3 306.414 41236 2.26584 62875.5 8.07164 7.29149 5696.4 1094.94 21.8144 23.8938 209.323 18.163 7.27919 221877 412.296 73.7963
268011 0.0625 11143.2 757.626 3324.04 0.886843 1581.63 90872.7 33.6903 202.013 4244.89 0.546969 36.8468 263836 10.0303 23096.2 306.453 41236.1 2.2667 62929.3 8.07185 7.29275 5697.41 1095.27 21.8183 23.8978 209.342 18.1662 7.28013 221983 412.297 73.8048
268148 0.03125 11145.2 757.705 3325.14 0.886854 1581.83 90969.3 33.694 202.063 4245.43 0.547093 36.8546 263932 10.032 23101.1 306.493 41236.3 2.26757 62983.1 8.07205 7.29401 5698.42 1095.6 21.8222 23.9019 209.361 18.1694 7.28106 222089 412.298 73.8133
268289 0.03125 11147.2 757.786 3326.27 0.886977 1582.04 91068.7 33.6977 202.114 4245.98 0.547221 36.8627 264030 10.0338 23106.1 306.533 41236.4 2.26845 63038.5 8.07227 7.2953 5699.45 1095.94 21.8261 23.906 209.381 18.1727 7.28202 222197 412.299 73.822
268429 0.015625 11149.2 757.866 3327.4 0.887099 1582.25 91167.7 33.7015 202.166 4246.53 0.547348 36.8707 264128 10.0355 23111.1 306.573 41236.5 2.26933 63093.5 8.07248 7.29658 5700.48 1096.27 21.8301 23.9101 209.4 18.176 7.28297 222306 412.301 73.8307
268570 0.0078125 11151.2 757.947 3328.53 0.887221 1582.46 91267.1 33.7053 202.217 4247.09 0.547475 36.8788 264226 10.0372 23116.1 306.614 41236.7 2.27022 63148.8 8.07269 7.29787 5701.51 1096.61 21.834 23.9142 209.42 18.1793 7.28393 222414 412.302 73.8394
268705 0.03125 11153.2 758.025 3329.62 0.887339 1582.66 91363.1 33.7089 202.267 4247.62 0.547598 36.8865 264320 10.0389 23120.9 306.652 41236.8 2.27107 63202.1 8.07289 7.29911 5702.5 1096.93 21.8378 23.9182 209.439 18.1825 7.28485 222518 412.303 73.8478
268844 0.015625 11155.2 758.105 3330.73 0.887726 1582.86 91461.1 33.7126 202.317 4248.16 0.547723 36.8944 264416 10.0406 23125.9 306.692 41236.9 2.27194 63256.5 8.0731 7.30038 5703.51 1097.26 21.8415 23.9222 209.458 18.1857 7.28579 222625 412.304 73.8563
268979 0.015625 11157.1 758.182 3331.82 0.887577 1583.06 91556.9 33.7162 202.367 4248.69 0.547846 36.9021 264511 10.0423 23130.7 306.731 41237 2.27279 63309.7 8.0733 7.30161 5704.5 1097.59 21.8455 23.9261 209.477 18.1889 7.28671 222729 412.305 73.8647
269116 0.03125 11159 758.261 3332.92 0.887695 1583.26 91654 33.7198 202.417 4249.23 0.547969 36.9099 264606 10.0439 23135.5 306.77 41237.2 2.27365 63363.5 8.0735 7.30286 5705.5 1097.92 21.8493 23.9301 209.496 18.1921 7.28764 222834 412.306 73.8731
269256 0.03125 11161 758.341 3334.05 0.887817 1583.47 91753.8 33.7236 202.468 4249.78 0.548096 36.9179 264704 10.0457 23140.5 306.81 41237.3 2.27453 63418.8 8.07371 7.30415 5706.53 1098.25 21.8532 23.9342 209.516 18.1954 7.2886 222942 412.307 73.8818
269394 0.015625 11163 758.42 3335.15 0.88756 1583.67 91851.9 33.7272 202.518 4250.32 0.548221 36.9258 264800 10.0474 23145.4 306.849 41237.4 2.27539 63473.1 8.07392 7.3054 5707.53 1098.58 21.8574 23.9383 209.535 18.1986 7.28953 223048 412.308 73.8903
269531 0.015625 11165 758.498 3336.25 0.888541 1583.87 91949.3 33.7309 202.568 4250.85 0.548344 36.9336 264895 10.0491 23150.3 306.888 41237.6 2.27625 63527 8.07412 7.30665 5708.53 1098.91 21.8605 23.9422 209.554 18.2018 7.29046 223153 412.31 73.8987
269668 0.03125 11166.9 758.577 3337.36 0.888173 1584.07 92047.2 33.7345 202.618 4251.39 0.548468 36.9414 264991 10.0507 23155.2 306.928 41237.7 2.27711 63581.1 8.07433 7.3079 5709.53 1099.24 21.8647 23.9462 209.573 18.205 7.29139 223258 412.311 73.9072
269807 0.015625 11168.9 758.656 3338.47 0.885847 1584.28 92145.8 33.7382 202.669 4251.93 0.548593 36.9493 265087 10.0524 23160.1 306.967 41237.8 2.27797 63635.6 8.07454 7.30916 5710.54 1099.57 21.8706 23.9503 209.592 18.2083 7.29233 223364 412.312 73.9157
269947 0.015625 11170.9 758.736 3339.6 0.887942 1584.48 92246.1 33.742 202.72 4252.48 0.548719 36.9573 265185 10.0542 23165 307.007 41237.9 2.27885 63691 8.07475 7.31044 5711.57 1099.9 21.8729 23.9543 209.611 18.2115 7.29328 223472 412.313 73.9244
270086 0.015625 11172.9 758.815 3340.71 0.888533 1584.69 92345 33.7456 202.77 4253.02 0.548844 36.9651 265281 10.0559 23169.9 307.047 41238.1 2.27972 63745.5 8.07495 7.3117 5712.57 1100.23 21.8763 23.9584 209.631 18.2148 7.29422 223578 412.314 73.9329
270224 0.03125 11174.8 758.894 3341.82 0.888652 1584.89 92443.9 33.7493 202.82 4253.56 0.548968 36.973 265377 10.0576 23174.8 307.086 41238.2 2.28058 63800 8.07516 7.31296 5713.58 1100.56 21.8802 23.9624 209.65 18.218 7.29516 223684 412.315 73.9415
270363 0.015625 11176.8 758.973 3342.93 0.889161 1585.09 92543.3 33.753 202.871 4254.1 0.549093 36.9809 265474 10.0593 23179.7 307.126 41238.3 2.28145 63854.8 8.07537 7.31422 5714.59 1100.9 21.8837 23.9664 209.669 18.2212 7.2961 223790 412.316 73.95
270502 0.015625 11178.8 759.053 3344.05 0.888891 1585.3 92643 33.7567 202.922 4254.64 0.549218 36.9888 265570 10.061 23184.7 307.165 41238.5 2.28231 63909.7 8.07557 7.31549 5715.6 1101.23 21.8879 23.9704 209.688 18.2244 7.29704 223896 412.318 73.9586
270642 0.03125 11180.7 759.132 3345.17 0.889011 1585.5 92743.1 33.7603 202.972 4255.19 0.549344 36.9967 265667 10.0627 23189.6 307.205 41238.6 2.28318 63964.8 8.07578 7.31675 5716.61 1101.56 21.8918 23.9745 209.707 18.2277 7.29798 224003 412.319 73.9672
270782 0.015625 11182.7 759.211 3346.28 0.889131 1585.7 92843.1 33.764 203.023 4255.73 0.549469 37.0046 265764 10.0644 23194.5 307.245 41238.7 2.28405 64019.8 8.07599 7.31802 5717.63 1101.89 21.8957 23.9785 209.726 18.2309 7.29893 224109 412.32 73.9757
270921 0.015625 11184.7 759.291 3347.4 0.889084 1585.91 92943.4 33.7677 203.073 4256.27 0.549594 37.0125 265861 10.0661 23199.4 307.285 41238.8 2.28492 64074.9 8.0762 7.31928 5718.64 1102.23 21.8997 23.9825 209.746 18.2342 7.29987 224216 412.321 73.9843
271061 0.0625 11186.7 759.37 3348.52 0.890058 1586.11 93043.6 33.7714 203.124 4256.81 0.549719 37.0203 265958 10.0678 23204.3 307.324 41239 2.28579 64129.9 8.0764 7.32054 5719.65 1102.56 21.9028 23.9866 209.765 18.2374 7.30081 224322 412.322 73.9929
271200 0.0078125 11188.6 759.449 3349.63 0.889489 1586.31 93143.5 33.7751 203.174 4257.35 0.549844 37.0282 266054 10.0695 23209.2 307.364 41239.1 2.28665 64184.7 8.07661 7.3218 5720.65 1102.89 21.9073 23.9906 209.784 18.2406 7.30175 224427 412.323 74.0014
271341 0.0078125 11190.6 759.529 3350.76 0.88961 1586.52 93245.2 33.7788 203.225 4257.9 0.54997 37.0362 266152 10.0712 23214.2 307.404 41239.2 2.28752 64240.5 8.07682 7.32307 5721.68 1103.22 21.9112 23.9946 209.803 18.2439 7.3027 224535 412.324 74.0101
271479 0.015625 11192.6 759.607 3351.87 0.889509 1586.72 93344.5 33.7824 203.275 4258.43 0.550094 37.0439 266248 10.0729 23219 307.443 41239.3 2.28838 64294.9 8.07702 7.32432 5722.67 1103.55 21.9152 23.9986 209.822 18.2471 7.30363 224640 412.325 74.0185
271616 0.015625 11194.5 759.685 3352.97 0.889195 1586.92 93443.7 33.786 203.325 4258.96 0.550217 37.0517 266343 10.0745 23223.8 307.482 41239.5 2.28923 64349.2 8.07723 7.32556 5723.67 1103.88 21.9193 24.0026 209.841 18.2503 7.30456 224744 412.327 74.027
271756 0.015625 11196.5 759.763 3354.08 0.890624 1587.12 93544.2 33.7897 203.375 4259.5 0.550341 37.0595 266440 10.0762 23228.7 307.521 41239.6 2.29009 64404.2 8.07743 7.32682 5724.67 1104.21 21.9221 24.0066 209.86 18.2535 7.30549 224850 412.328 74.0355
271895 0.0078125 11198.4 759.842 3355.2 0.890082 1587.32 93644.8 33.7933 203.426 4260.04 0.550465 37.0674 266536 10.0779 23233.6 307.561 41239.7 2.29095 64459.2 8.07764 7.32807 5725.68 1104.54 21.9265 24.0106 209.879 18.2567 7.30643 224955 412.329 74.044
272036 0.0625 11200.4 759.921 3356.32 0.89045 1587.52 93746.6 33.797 203.476 4260.58 0.550591 37.0753 266634 10.0796 23238.5 307.601 41239.8 2.29183 64514.9 8.07785 7.32934 5726.69 1104.88 21.9301 24.0146 209.898 18.2599 7.30738 225062 412.33 74.0527
272174 0.0078125 11202.4 760 3357.43 0.89032 1587.73 93847 33.8007 203.526 4261.12 0.550715 37.0831 266730 10.0813 23243.4 307.64 41240 2.29268 64569.7 8.07805 7.33059 5727.69 1105.21 21.9342 24.0186 209.917 18.2631 7.30831 225167 412.331 74.0611
272312 0.015625 11204.3 760.077 3358.53 0.89004 1587.92 93946.8 33.8043 203.576 4261.65 0.550838 37.0909 266825 10.083 23248.2 307.679 41240.1 2.29353 64624.1 8.07826 7.33183 5728.68 1105.53 21.9383 24.0225 209.935 18.2663 7.30924 225271 412.332 74.0696
272450 0.0078125 11206.3 760.155 3359.64 0.890554 1588.12 94047.1 33.8079 203.626 4262.18 0.550961 37.0986 266921 10.0847 23253 307.718 41240.2 2.29439 64678.8 8.07846 7.33307 5729.68 1105.86 21.9418 24.0265 209.954 18.2695 7.31017 225376 412.333 74.078
272592 0.03125 11208.3 760.235 3360.77 0.890674 1588.33 94149.9 33.8116 203.677 4262.73 0.551087 37.1066 267019 10.0864 23257.9 307.758 41240.3 2.29526 64734.8 8.07867 7.33434 5730.7 1106.2 21.9457 24.0306 209.973 18.2728 7.31112 225483 412.334 74.0867
272730 0.03125 11210.2 760.313 3361.87 0.890791 1588.53 94250 33.8152 203.727 4263.26 0.55121 37.1143 267114 10.088 23262.8 307.797 41240.5 2.29611 64789.4 8.07887 7.33558 5731.69 1106.52 21.9495 24.0345 209.992 18.2759 7.31204 225587 412.335 74.0951
272867 0.015625 11212.1 760.39 3362.97 0.891174 1588.73 94349.9 33.8188 203.776 4263.78 0.551332 37.122 267209 10.0897 23267.5 307.836 41240.6 2.29695 64843.7 8.07907 7.33681 5732.68 1106.85 21.953 24.0384 210.01 18.2791 7.31297 225690 412.337 74.1035
273008 0.0078125 11214.1 760.469 3364.09 0.891027 1588.93 94452.5 33.8224 203.827 4264.32 0.551457 37.1299 267307 10.0914 23272.4 307.876 41240.7 2.29782 64899.5 8.07928 7.33807 5733.69 1107.18 21.9571 24.0425 210.029 18.2823 7.31391 225797 412.338 74.1121
273146 0.015625 11216 760.547 3365.2 0.89061 1589.13 94553 33.826 203.876 4264.85 0.55158 37.1376 267402 10.0931 23277.2 307.915 41240.8 2.29867 64954.1 8.07949 7.33931 5734.68 1107.51 21.9614 24.0464 210.048 18.2855 7.31484 225901 412.339 74.1206
273289 0.015625 11218 760.627 3366.33 0.891264 1589.33 94656.8 33.8297 203.928 4265.4 0.551707 37.1456 267501 10.0948 23282.2 307.955 41241 2.29955 65010.6 8.0797 7.34059 5735.7 1107.85 21.9648 24.0505 210.067 18.2888 7.31579 226008 412.34 74.1293
273427 0.03125 11220 760.704 3367.43 0.89138 1589.53 94757.4 33.8333 203.977 4265.93 0.551829 37.1533 267596 10.0965 23287 307.994 41241.1 2.30039 65065.1 8.0799 7.34182 5736.69 1108.17 21.9686 24.0544 210.086 18.2919 7.31672 226112 412.341 74.1377
